movie_id,canonical_key,sources,num_sources,title,release_year,imdb_rating,imdb_votes,genre,description,poster_url,language,imdb_id
808,midnite cabby_2014.0,['imdb'],1,Midnite Cabby,2014.0,70.0,1174.0,Comedy,A race-against-the-clock comedy about a guy who has to drive a taxi all night collecting fares to bail out his brother who is being held down in an abandoned warehouse over a gambling debt.,http://ia.media-imdb.com/images/M/MV5BMTY3MTg5OTAyMl5BMl5BanBnXkFtZTgwOTYyMDU3MTE@._V1_SX300.jpg,English                  ,tt3038034
809,glory_1989.0,['imdb'],1,Glory,1989.0,69.0,2682.0,"Drama, History, War","Shaw was an officer in the Federal Army during the American Civil War who volunteered to lead the first company of black soldiers. Shaw was forced to deal with the prejudices of both the enemy (who had orders to kill commanding officers of blacks), and of his own fellow officers.",http://ia.media-imdb.com/images/M/MV5BMjExNTc2MzU1OV5BMl5BanBnXkFtZTgwNDQzMzcxMTE@._V1_SX300.jpg,English                  ,tt0097441
810,this is where we live_2013.0,['imdb'],1,This Is Where We Live,2013.0,69.0,1513.0,"Drama, Family","Set in the Texas Hill Country, ""This Is Where We Live"" is a portrait of the Sutton family: Diane, while ignoring her own health issues, is caregiver to her son August, who has cerebral palsy, and her husband, who is in the early stages of Alzheimer's. Overburdened, she hires Noah, a local handyman, to build a wheelchair ramp up the front steps to the family home. August observes Noah working, and through dinner with the family. Diane notices their connection, and stops Noah as he leaves to ask if he could use some money helping out with August. The friendship that Noah and August forge has a ripple effect; life makes unexpected turns for those around them, and forces Noah to confront his past.",http://ia.media-imdb.com/images/M/MV5BMTQ0MTg4MDgwNl5BMl5BanBnXkFtZTgwNzM5NjQxMDE@._V1_SX300.jpg,English                  ,tt2472956
811,sexually frank_2012.0,['imdb'],1,Sexually Frank,2012.0,69.0,2302.0,"Comedy, Drama",A young nurse is pressured to get married and have children. Her first and only boyfriend of ten years makes a hilariously inappropriate Internet video. A gay friend gets dumped for ...,http://ia.media-imdb.com/images/M/MV5BMjI2NTcyMDQ4M15BMl5BanBnXkFtZTcwMTMxOTExNw@@._V1_SX300.jpg,English                  ,tt2015482
812,congratulations_2012.0,['imdb'],1,Congratulations,2012.0,69.0,1492.0,"Comedy, Drama, Family","JIM and BRIDGET are on a road trip to visit Jim's mother on the anniversary of his father's death. Along the way, Jim proposes and Bridget says no. When they arrive at his mother's house, she showers them with congratulations. Caught up in the moment, they pretend to be engaged for the weekend.",http://ia.media-imdb.com/images/M/MV5BMjE0MDg1NzA1Ml5BMl5BanBnXkFtZTgwNDc5NTA2MDE@._V1_SX300.jpg,English                  ,tt1976010
813,please talk with me_2012.0,['imdb'],1,Please Talk with Me,2012.0,69.0,1114.0,Drama,"In the winter of 1985 strange occurrences began to transpire inside Erie Hall on the college campus at Geneseo, New York. Over a period of several months, a number of the students would have their lives forever altered by a series of paranormal events. Apparitions sighted, strange voices heard and moving objects witnessed all became part of the experience shared by these young adults now over twenty years ago. Through the considered efforts of several of these students, a recorded history now exists detailing the day-to-day terror that these young adults experienced. Photographs, voice recordings, scribbled notes and formal written journals all now serve to authenticate the events that unfolded around them. This film is dedicated to the telling a portion of that story.",http://ia.media-imdb.com/images/M/MV5BMTUxMzU3NzI1Ml5BMl5BanBnXkFtZTcwMzczNTgyOA@@._V1_SX300.jpg,English                  ,tt2321322
814,all that remains_2011.0,['imdb'],1,All That Remains,2011.0,69.0,1752.0,Drama,"Two roads, four destinations.  Four peoplebound by the common thread of a deeply personal losstake to the road at a pivotal moment in their lives...",http://ia.media-imdb.com/images/M/MV5BMTY4ODA0MTM2Ml5BMl5BanBnXkFtZTcwMjQyNDg0NQ@@._V1_SX300.jpg,English                  ,tt1744577
815,secrets in the snow_2012.0,['imdb'],1,Secrets in the Snow,2012.0,69.0,1857.0,Drama,"On this particular Friday morning the students of Eastbrook High are arriving at school to complete their final exams before the Christmas Holiday. But what began as a December snowfall quickly becomes a threatening winter storm, and school is dismissed for the day. The students who are unable to arrange transportation before the storm grows are forced to remain in the school gym. The six familiar strangers are the only students remaining as the outdoor conditions worsen and the doors are locked. Wills are tested, friendships are created, and secrets are revealed as they realize they must rely on each other to make it through the night.",http://ia.media-imdb.com/images/M/MV5BMjA5OTU2NTIwMl5BMl5BanBnXkFtZTcwODAxMjQzNw@@._V1_SX300.jpg,English                  ,tt2170579
816,being us_2013.0,['imdb'],1,Being Us,2013.0,69.0,1991.0,Drama,"When a woman with multiple personality disorder finds herself uncontrollably chasing danger in the form of one-night stands with abusive men, she's ready to end it all. Can a relationship with one good man change her mind? Alanna Ubach (Meet the Fockers, Legally Blonde, Waiting) stars in this gritty exploration of a woman battling dangerous impulses while searching for the love that can bring her back to balance. Margaret lives with dissociative identity disorder, and while she strives to lead a normal life, at night she surrenders to a cycle of compulsive sex and brutal self-punishment. When she meets Walker, a compassionate man with a deep desire to help, the romance she thought would save her threatens to push her over the edge. Can she show her many faces to someone and still believe in love?",http://ia.media-imdb.com/images/M/MV5BMjc0Mjg1NzQ0Nl5BMl5BanBnXkFtZTgwNTcyMzY0MDE@._V1_SX300.jpg,English                  ,tt1754830
817,holiday_1938.0,['imdb'],1,Holiday,1938.0,69.0,2616.0,"Comedy, Romance","Free-thinking Johnny Case finds himself betrothed to a millionaire's daughter. When her family, with the exception of black-sheep Linda and drunken Ned, want Johnny to settle down to big business, he rebels, wishing instead to spend the early years of his life on ""holiday."" With the help of his friends Nick and Susan Potter, he makes up his mind as to which is the better course, and the better mate.",http://ia.media-imdb.com/images/M/MV5BMTg4MDExMzIxOV5BMl5BanBnXkFtZTgwODg2MjcyMjE@._V1_SX300.jpg,English                  ,tt0030241
818,prank calls 50th call anniversary_2014.0,['imdb'],1,Prank Calls 50th Call Anniversary,2014.0,69.0,1575.0,Comedy,"The quirky, fun improvisational game is here with its complete 50 call collection. Over the course of 8 years, Chris Rex and friends have come up with schemes for an array of subjects, from portable toilets to llamas to massage parlors. For the first time ever, calls from the first four albums are available on the same disc. Enjoy watching the band of hooligans as they bring hilarious scenarios and zany situations to the table. From start to finish, the first 50 pranks are a fun time for all to enjoy.",http://ia.media-imdb.com/images/M/MV5BNTc5MjQ4NTQyOF5BMl5BanBnXkFtZTgwODM2MzI2MDE@._V1_SX300.jpg,English                  ,tt3303148
819,how to be happy_2013.0,['imdb'],1,How to Be Happy,2013.0,69.0,2198.0,"Comedy, Romance","Following a bad breakup, relationship councilor Cormac Kavanagh starts sleeping with his clients in a misguided attempt to reignite their passions.",http://ia.media-imdb.com/images/M/MV5BMTgyMjM4MjU0MF5BMl5BanBnXkFtZTgwODQ0Mzk2MDE@._V1_SX300.jpg,English                  ,tt2829544
820,relative happiness_2014.0,['imdb'],1,Relative Happiness,2014.0,69.0,1536.0,"Comedy, Romance","Plus sized and 30 years old, LEXIE IVY is a feisty Bed and Breakfast owner who desperately needs a date to her sisters wedding. In small town Nova Scotia, thats no easy task, especially when the most eligible bachelor is JOSS, the rough handyman fixing her roof. When ADRIAN, a handsome and charming guest, arrives and seems to take an interest in Lexie, she thinks all her problems are solved. But she misreads the situation and is soon reeling, believing her romantic dream has slipped away, maybe forever. After a series of hilarious mishaps and a reality check or two, Lexie opens her heart and eyes to see that love may be a lot closer than she thought.",http://ia.media-imdb.com/images/M/MV5BODg1MTcxMzc3Ml5BMl5BanBnXkFtZTgwMTkyMDU2MzE@._V1_SX300.jpg,English                  ,tt3269932
821,algonquin_2013.0,['imdb'],1,Algonquin,2013.0,69.0,1114.0,Drama,"JAKE is an unhappy school teacher whose childhood scars are not merely skin deep. Jake's life is upended when his shifty, rogue of a father, LEIF - an absentee parent and a man who best days as a travel writer are well past him-- insists that Jake help him with his next project, a book about Algonquin Park. Agreeing to a temporary arrangement, father and son arrive at the long-neglected family cabin in the woods, a tranquil backdrop to their fractious relationship. But bickering and bad feelings are soon cut short by an unexpected tragedy Laying his father to rest along with the man's many secrets, Jake decides to finish the book as a gesture to the father he barely knew. Back at the cabin, Jake's work is interrupted by unexpected visitors: a mother and child. CARMEN and IGGY are revealed to be grieving members of Leif's secret family. For Jake, this deception seems to be the final straw. All he wants to do is pack up and leave. However something stops him. Iggy, just an eleven-year-old boy, has an uncanny amount of information about an event from Jake's childhood involving a horseshoe that he views as pivotal in his life and for the book. Can these two brothers, having just met, come together on an unlikely quest that may just help them both find what they're looking for and so badly need? ALGONQUIN is a story about family secrets, second chances, and discovering the bonds that connect us through our families having nothing to do with luck.",http://ia.media-imdb.com/images/M/MV5BMTQ3Njk2ODE3N15BMl5BanBnXkFtZTgwODE2MzE1MTE@._V1_SX300.jpg,English                  ,tt2498340
822,virtuous_2007.0,['imdb'],1,Virtuous,2007.0,69.0,1962.0,Drama,"A guy awakes in a hospital bed unsure of how he got there - the only clue he has is a photo of an unknown woman. He begins to be haunted by visions of her & no matter which way he turns, everyone & everything leads to finding her. Discovering that she has been missing and that he maybe a suspect, he refuses to get involved. In an attempt to put and end to these haunting visions, he reluctantly sets out to help find her. By doing so he will learn that Virtue is its own reward.",http://ia.media-imdb.com/images/M/MV5BMTc0Njc5OTEzMF5BMl5BanBnXkFtZTgwNDk4MTA2MDE@._V1_SX300.jpg,English                  ,tt1020582
823,sound of the spirit_2012.0,['imdb'],1,The Sound of the Spirit,2012.0,69.0,1976.0,"Drama, Family","Beautiful and precocious Rivka is a twelve-year-old Jewish girl who believes in Jesus. She and her father attend a Messianic Jewish congregation in their community. But when her father suddenly dies, Rivka's life changes forever. She ends up moving in with her traditional Jewish relatives and attending their synagogue. From her stormy relationship with her uncle, to a meeting with the synagogue's senior rabbi, to the attention of the cutest boy in the synagogue, Rivka learns life lessons that stir her faith to new levels, touching the hearts of those whose lives she has reluctantly impacted. ""The Sound of the Spirit"" is the never-before-told story of a young girl caught in the crossfire of strong feelings between two faith communities. It's told with humor, compassion, and grace.",http://ia.media-imdb.com/images/M/MV5BMTkxNTg1MDg2NF5BMl5BanBnXkFtZTcwMDA0Nzg1OA@@._V1_SX300.jpg,English                  ,tt2328797
824,hot fuzz_2007.0,['imdb'],1,Hot Fuzz,2007.0,69.0,1443.0,Comedy,"Top London cop, PC Nicholas Angel is good. Too good. And to stop the rest of his team looking bad, he is reassigned to the quiet town of Sandford. He is paired with Danny Butterman, who endlessly questions him on the action lifestyle. Everything seems quiet for Angel, until two actors are found decapitated. It is called an accident, but Angel isn't going to accept that, especially when more and more people turn up dead. Angel and Danny clash with everyone, whilst trying to uncover the truth behind the mystery of the apparent ""accidents"".",http://ia.media-imdb.com/images/M/MV5BMTIxODg2NDU1MF5BMl5BanBnXkFtZTcwOTc3MDM0MQ@@._V1_SX300.jpg,English                  ,tt0425112
825,hour_2011.0,['imdb'],1,The Hour,2011.0,69.0,2326.0,Drama,"A behind-the-scenes drama and espionage thriller in Cold War-era England that centers on a journalist, a producer, and an anchorman for an investigative news programme.",http://ia.media-imdb.com/images/M/MV5BNzQwOTY0NjU1NF5BMl5BanBnXkFtZTcwMjM5MjkwNg@@._V1_SX300.jpg,English                  ,tt1778108
826,world famous kid detective_2014.0,['imdb'],1,World Famous Kid Detective,2014.0,69.0,1513.0,Family,"He's a kid named Stanley Kid, owner of the world famous Kid Detective Agency. He must stop a devastating crime wave that's spreading across his island home while keeping himself and his pesky little sister, Nina, from falling into the clutches of his arch nemesis, the evil social worker Clorissa Hodge.",http://ia.media-imdb.com/images/M/MV5BMjIzMTM5Nzc0OV5BMl5BanBnXkFtZTcwOTIxMTM1OQ@@._V1_SX300.jpg,English                  ,tt2713440
827,sins of our youth_2014.0,['imdb'],1,Sins of Our Youth,2014.0,69.0,1421.0,"Drama, Thriller",Sins Of Our Youth is the story of four teenage boys who accidentally kill a young boy while shooting off assault weapons recreationally and the perilous decisions they make in the wake of the killing.,http://ia.media-imdb.com/images/M/MV5BMjI3NjIyMDM4NV5BMl5BanBnXkFtZTgwNzQ1NjIxMjE@._V1_SX300.jpg,English                  ,tt3110982
828,detective detective detective_2014.0,['imdb'],1,Detective Detective Detective,2014.0,69.0,2457.0,"Comedy, Mystery","Detective Detective Detective is a comedy about three brothers who spend a week in the Alaskan wilderness playing a live action role-playing mystery game. All in their late 20's/early 30's, they've lost touch over the years -- partially due to general ""adulthood,"" but also due to some past grievances that took root and allowed bitterness to set in. Set against a majestic Alaskan backdrop, the brothers improvise their way through a mystery set up by a Game Master. They play detectives tasked with investigating the mysterious disappearance of world-renown, reclusive author, Adrian Belmont, who vanished while researching Inuit mythological creatures called Qalupaliks. As the detectives are challenged with increasingly difficult puzzles within the game that take away their senses (vision, hearing, talking), they are forced to rely on one another, and find their real-world conflict coming out in the game's world. In the end, in order to find the missing author, they must first find their missing brotherhood.",http://ia.media-imdb.com/images/M/MV5BMTg2ODk5NTQyOV5BMl5BanBnXkFtZTgwMTg1ODU5MDE@._V1_SX300.jpg,English                  ,tt3089684
829,valley inn_2014.0,['imdb'],1,Valley Inn,2014.0,69.0,2592.0,"Comedy, Drama, Family","Valley Inn tells the story of Emily Mason, a New Jersey college student, who finds herself in a dusty dying small southern town, a thousand miles from home, selling Christian books door-to-door. Through a series of misadventures in 'the Book field,' and her growing friendships with the endearing and often comical local residents, Emily begins to discover what is most valuable in life, at the Valley Inn. More than a movie, Valley Inn is a love-letter to small town America. A tribute to a quickly vanishing way of life. And above all, as all movies should, Valley Inn entertains and transports the audience. Just like Emily, audiences will fall in love with the Valley Inn, the small town setting and all its quirky characters.",http://ia.media-imdb.com/images/M/MV5BMTUwODg4OTY3Ml5BMl5BanBnXkFtZTgwNzYzNDE2MjE@._V1_SX300.jpg,English                  ,tt3073884
830,max anderson private eye_2013.0,['imdb'],1,Max Anderson Private Eye,2013.0,69.0,2457.0,Comedy,"Max Anderson (Charles Wetzel Jr.) is 26 years old. He's got a crappy job and he's screwing up his relationship with his girlfriend, Kristin (Brittney Forster). When she finally dumps him, he takes drastic action to prove to her that he's not the loser everyone thinks he is. Inspired by a movie on TV, he becomes a private detective straight out of a 1940's film noir. But he soon gets into trouble with the police and the mafia, run by the fearsome mob boss Mr. Torelli (Jerry Lynch). And things get even worse when the mobsters kidnap Kristin! Also starring Joe Morsher, Heather Bartlett and Ray Sofia. Written and directed by Michael DeSanto.",http://ia.media-imdb.com/images/M/MV5BMjI0NjMxNjI2OV5BMl5BanBnXkFtZTgwMzY1NjAyMTE@._V1_SX300.jpg,English                  ,tt3088932
831,bar america_2014.0,['imdb'],1,Bar America,2014.0,69.0,2592.0,"Comedy, Drama",Bar America is the story of two best friends - Hank and Charlie - who face losing each other and the show that has made them hometown celebrities when a conniving duo sees a way to strike it rich by destroying everything these two buddies have built.,http://ia.media-imdb.com/images/M/MV5BMTAyNDA2MzkyOTVeQTJeQWpwZ15BbWU4MDQwNzM2NzIx._V1_SX300.jpg,English                  ,tt3210118
832,sex aint love_2014.0,['imdb'],1,Sex Aint Love,2014.0,69.0,2592.0,"Comedy, Romance",This is a romantic comedy where Zeke finds out that Sex Ain't Love by going through a roller coaster ride of emotions with his old friend Regina. Zeke learns more about his heart than sex can ever teach him.,http://ia.media-imdb.com/images/M/MV5BODA0NzI0NjM4NV5BMl5BanBnXkFtZTgwMDAyMTcwMjE@._V1_SX300.jpg,English                  ,tt3773386
833,god is bad at bowling_2014.0,['imdb'],1,God Is Bad at Bowling,2014.0,69.0,1141.0,Comedy,"With the help of his psychiatrist, God tries to recall the traumatic events that took place at a bowling alley in heaven, and regain his friendship with Satan, Buddha, and Vishnu.",http://ia.media-imdb.com/images/M/MV5BMjA5NzIxMTUyMl5BMl5BanBnXkFtZTcwNTM0NDg5OQ@@._V1_SX300.jpg,English                  ,tt3081722
834,christine at the crossroads_2014.0,['imdb'],1,Christine at the Crossroads,2014.0,69.0,2592.0,"Drama, Romance","What would you do if you suddenly realized you had been living a lie your whole life. Christine falls in love with a co-worker, re-igniting feelings she had repressed in order to live as others wanted her to live. Now, she must decide if her happiness is worth someone elses sorrow.",http://ia.media-imdb.com/images/M/MV5BMTc5NTg2NDg2NV5BMl5BanBnXkFtZTgwMzM1NjM4MzE@._V1_SX300.jpg,English                  ,tt4130354
835,birdman or the unexpected virtue of ignorance_2014.0,['imdb'],1,Birdman Or The Unexpected Virtue of Ignorance,2014.0,69.0,1138.0,"Comedy, Drama","Actor Riggan Thomson is most famous for his movie role from over twenty years ago of the comic book superhero Birdman in the blockbuster movie of the same name and its two equally popular sequels. His association with the role took over his life, where Birdman is more renowned than ""Riggan Thomson"" the actor. Now past middle age, Riggan is trying to establish himself as a true artist by writing, directing, starring in and co-producing with his best friend Jake what is his Broadway debut, an adaptation of Raymond Carver's story, What We Talk About When We Talk About Love. He is staking his name, what little artistic reputation that comes with that name and his life savings on the project, and as such will do anything needed to make the play a success. As he and Jake go through the process of the previews toward opening night, Riggan runs into several issues: needing to find a replacement for the integral supporting male role the night before the first preview; hiring the talented Broadway name, Mike Shiner, for that role, Mike who ends up being difficult to work with and who may end up overshadowing Riggan in the play; having to deal potentially with a lawsuit based on one of his actions to ensure success; needing to be there for his daughter, Sam, who he has hired to be his production assistant and who has just come out of drug rehab; and pleasing the New York Times critic, Tabitha Dickinson, who wants to use any excuse to give the play a scathing review which in turn would close the show after the opening night performance. But Riggan's biggest problem may be his own insecurities, which are manifested by him constantly hearing what he believes to be the truth from the voice of his Birdman character, who he often battles both internally and externally.",http://ia.media-imdb.com/images/M/MV5BODAzNDMxMzAxOV5BMl5BanBnXkFtZTgwMDMxMjA4MjE@._V1_SX300.jpg,English                  ,tt2562232
836,measure of faith_2012.0,['imdb'],1,A Measure of Faith,2012.0,69.0,2302.0,Drama,"Professional basketball player Paul Porter was at the top of his game when an injury forces him into retirement. Soon after accepting a leadership role at a university he experiences a life changing tragedy and loses the one thing that was close to him. Distraught over the tragedy, he is arrested and sentenced to community service at a youth facility. There he meets Russell Martin. the son of a single mother, who is torn between the dark influence of his older brother and the love for his mother. Paul see's a young version of himself in Russell and begins to mentor him. The intersection of their two lives will create a chain of events that will challenge their beliefs about fate, choice, and redemption.",http://ia.media-imdb.com/images/M/MV5BNzg4OTkxNzgzMF5BMl5BanBnXkFtZTcwNTc3NzU0OQ@@._V1_SX300.jpg,English                  ,tt2202361
837,love as you like it_2012.0,['imdb'],1,Love As You Like It,2012.0,69.0,1513.0,"Comedy, Romance","LOVE: As You Like It - adapted from Shakespeare's romantic comedy As You Like It - takes viewers on a wild ride through San Francisco's artistic and culturally diverse Mission District as a group of dynamic characters struggle with what it means to love, and to be loved. Using Shakespeare's original language, the film follows free-spirited Rosalind and her cheeky cousin Celia as they throw off the shackles of childhood, disguise themselves as hipsters and run away to the city in order to experience life and love at its fullest. Along the way, they encounter a motley crew of San Francisco misfits including sensitive Silvius and his unrequited punk love Phebe, lugubrious stand-up comic Jacques and his blue-haired friend Audrey, and more. When the girls stumble on lovesick Orlando, who, blinded by love, is unable to see past Rosalind's masculine disguise, they decide to have a little fun. Rosalind, seizing the opportunity to test her love's love, offers to cure his sickness - all he has to do is call her Rosalind. After some hesitation, he agrees, and with that, she enacts every single womanly cliché she can think of in an attempt to make him hate her - something, she finally realizes, he is simply not capable of doing.",http://ia.media-imdb.com/images/M/MV5BMTAyOTQzOTEyNDleQTJeQWpwZ15BbWU4MDMyODA1NzAx._V1_SX300.jpg,English                  ,tt2234215
838,alpha protocol solomons stele_2012.0,['imdb'],1,Alpha Protocol Solomons Stele,2012.0,69.0,1845.0,Action,The Alpha Team is sent on a desperate mission to find an artifact hidden by King Solomon before the Serpent Corporation gets their hands on it.,http://ia.media-imdb.com/images/M/MV5BNjM4ODAwNjQ4NF5BMl5BanBnXkFtZTcwMjg4Mjc5OA@@._V1_SX300.jpg,English                  ,tt2612322
839,broken blood_2013.0,['imdb'],1,Broken Blood,2013.0,69.0,2185.0,"Drama, Thriller","Years ago Stanley DeBrock, a mentally challenged man, was implicated in the disappearance of Naomi Bridges. Now his twin brother Stone must restore honor to the DeBrock name. Returning home to the small East Texas town of Atwood, Stone is immediately thrown into the mix of a tragic past and an uncertain future. With hopes of rekindling a relationship with his life-long love Diane, Stone encounters his biggest challenge...finding the strength to forgive Stanley. Meanwhile, Stone's uncle Earl Wayne is in debt with two local drug lords...a debt which he cannot pay. Desperate, Earl Wayne and his brother Peebo force Stone into a scheme against Stone's father in order to save themselves. With drama, suspense, and a shocking conclusion, the darkest secrets of the DeBrock family are revealed.",http://ia.media-imdb.com/images/M/MV5BMjExNzcxNzYwMV5BMl5BanBnXkFtZTcwNjQwNTE3OQ@@._V1_SX300.jpg,English                  ,tt1536439
840,pruning the family tree_2013.0,['imdb'],1,Pruning the Family Tree,2013.0,69.0,1767.0,"Comedy, Drama, Family","Pruning the Family Tree is a black comedy / drama about four women from one family who gather for a funeral and end up showing us that a family's values aren't always what they seem. Joe Casey has just died, and his family has gathered at the Casey house for the upcoming funeral. We first meet Joe's wife of forty years, Marilyn. The marriage between them was motivated by social expectation, not love. In keeping with the tradition in this type of marriage, Marilyn held the family together. Then there's Joe's youngest daughter, Barb. Barb has a slight physical handicap and at age 36 still lives at home. She has grown very dependent on Marilyn, out of habit not necessity. Next is Ellen, Joe's oldest daughter. Ellen left home when, at 18, she got pregnant and married. Since her divorce she has been independent, avoiding commitment and responsibility. Finally, there's Ellen's daughter Christy. Since her parents' divorce Christy has lived with her father, and for the last 10 years she has struggled to develop a relationship with Ellen, something Ellen has been avoiding. Christy's memories of the family are childhood memories of weekends at grandma's house, playing scrabble and drinking coke floats. Turns out, Joe's good reputation in the community never made it home, and the four women struggle to overcome Joe's previously unknown financial debts, as well as the damage he caused to each of them and their relationships with one another. Meanwhile, Ellen and Marilyn annoy Christy with their humorous approach to planning a funeral for the disdained deceased, and things get especially out of hand when the obtuse Barb implements her own funeral plans. Ultimately, the four of them are never more than one revelation away from digging their own graves, and the final revelation about Joe challenges their understanding of forgiveness and loyalty.",http://ia.media-imdb.com/images/M/MV5BMzQyMDMzNzIzMl5BMl5BanBnXkFtZTgwNTQyMDMwMDE@._V1_SX300.jpg,English                  ,tt2768052
841,raised by wolves_2013.0,['imdb'],1,Raised by Wolves,2013.0,68.0,1196.0,Comedy,"A large family is raised by an unconventional single mother on a council estate in Wolverhampton, England.",http://ia.media-imdb.com/images/M/MV5BMjIwMTk4NDE1MV5BMl5BanBnXkFtZTgwNzk5MjYwNTE@._V1_SX300.jpg,English                  ,tt3434132
842,skyfall_2012.0,['imdb'],1,Skyfall,2012.0,68.0,1807.0,"Action, Thriller","When Bond's latest assignment goes gravely wrong and agents around the world are exposed, MI6 is attacked forcing M to relocate the agency. These events cause her authority and position to be challenged by Gareth Mallory (Ralph Fiennes), the new Chairman of the Intelligence and Security Committee. With MI6 now compromised from both inside and out, M is left with one ally she can trust: Bond. 007 takes to the shadows - aided only by field agent, Eve (Naomie Harris) - following a trail to the mysterious Silva (Javier Bardem), whose lethal and hidden motives have yet to reveal themselves.",http://ia.media-imdb.com/images/M/MV5BMjAyODkzNDgzMF5BMl5BanBnXkFtZTcwMDMxMDI4Nw@@._V1_SX300.jpg,English                  ,tt1074638
843,beat beneath my feet_2014.0,['imdb'],1,The Beat Beneath My Feet,2014.0,68.0,2173.0,"Comedy, Drama, Family","A teenage boy lives with his single mum in a flat in South London. Into the flat below moves an anti-social, former Rock God who faked his death 8 years ago. The teenage boy works out who the mysterious neighbour is and blackmails him into teaching him the dark arts of Rock Guitar.",http://ia.media-imdb.com/images/M/MV5BMTU1ODE1NTQ3NV5BMl5BanBnXkFtZTgwNzAxMjQ1MDE@._V1_SX300.jpg,English                  ,tt3064356
844,how to become a criminal mastermind_2013.0,['imdb'],1,How to Become a Criminal Mastermind,2013.0,68.0,1141.0,"Comedy, Crime",A desperate man hires a crime coach to mould him into the perfect criminal.,http://ia.media-imdb.com/images/M/MV5BMTM4ODY3OTUzM15BMl5BanBnXkFtZTcwMDYyNTY1OQ@@._V1_SX300.jpg,English                  ,tt1769297
845,finding neighbors_2013.0,['imdb'],1,Finding Neighbors,2013.0,68.0,1730.0,"Comedy, Drama","Finding Neighbors is a comedic drama about three sets of Los Angeles neighbors who are searching for true connection. Six months late on a book delivery, stay-at-home graphic novelist Sam Tucker (Michael O'Keefe) has succumbed to a full-on mid-life and creative crisis. Between ice cream, television and a severe case of writer's block, Sam mourns the loss of his youthful inspiration. After his stellar early success and the subsequent failure of his last project, Sam has become unable to move forward. Sherrie (Julie Mond), the provocative girl-next-door, offers him an easy and willing distraction. But it is Sam's budding friendship with another neighbor, Jeff (Blake Bashoff), which helps him begin to reconnect with his creative thread. After a ridiculous misunderstanding, the men start to spend time together. Their playful and unlikely camaraderie frees each of them from the weight of their pasts. But Sam reveals nothing of this to his wife Mary (Catherine Dent). And as he begins to change, she becomes increasingly suspicious about what is actually going on in the neighborhood. While searching for clues, Mary's anxieties take an abrupt new turn. Understandably hurt that Sam has become emotionally intimate with someone other than herself, she's doubly confused by the discovery that Sam's ""someone else"" is a man. As Sam begins to recapture his creative fire, he may be losing the one thing he has never doubted: his marriage.",http://ia.media-imdb.com/images/M/MV5BMzkwNzg3MzMxMl5BMl5BanBnXkFtZTgwMjk0MzgxMDE@._V1_SX300.jpg,English                  ,tt1916766
846,club utopia_2013.0,['imdb'],1,Club Utopia,2013.0,68.0,1782.0,"Comedy, Crime",Beautiful neurotic housewife becomes an exotic dancer in order to escape paradoxical cheating-boring husband who has a severe foot fetish that she abhors.,http://ia.media-imdb.com/images/M/MV5BMTU3NDI2Nzk5N15BMl5BanBnXkFtZTgwOTQ1NzA2MzE@._V1_SX300.jpg,English                  ,tt2790302
847,in return_2012.0,['imdb'],1,In Return,2012.0,68.0,1730.0,"Comedy, Drama, Romance","Hopeless romantic Thompson finally finds a meaningful relationship with Lola, but what he doesn't know is that she lives on the streets.",http://ia.media-imdb.com/images/M/MV5BMjA4NDUxMDUyNV5BMl5BanBnXkFtZTcwOTYwMzY0OA@@._V1_SX300.jpg,English                  ,tt2168508
848,chu and blossom_2014.0,['imdb'],1,Chu and Blossom,2014.0,68.0,1730.0,"Comedy, Drama","Joon Chu, a Korean exchange student, suffering from the loss of his brother, finds himself marooned in small-town USA, where he is irrevocably swept up into the brave new world and bizarre philosophies of Butch Blossom, a touchingly militant performance artist. In an attempt to balance family, love, friendship, responsibility and personal legacy, Joon and Butch must come together to face their own fears and learn how to embrace the world with a new found sense of courage and humor.",http://ia.media-imdb.com/images/M/MV5BMTQ3OTg3MzkzMV5BMl5BanBnXkFtZTgwNjM2NDY2NDE@._V1_SX300.jpg,English                  ,tt2339064
849,grantham rose_2014.0,['imdb'],1,Grantham  Rose,2014.0,68.0,1536.0,"Comedy, Drama, Family","Seventeen-year-old Grantham has just entered juvenile detention. Tattooed and hiding behind a tough exterior, he instantly clashes with his fellow inmates. This brings him to the attention of Rose, an elderly volunteer who mentors some of the boys. Rose has a unique style that is tough, wise, and unpredictable. Sensing something special in him, she offers an outrageous proposal to Grantham. She wants him to accompany her on a journey, the purpose of which she won't reveal. She is able and willing to spring him if he agrees. At first he thinks she is crazy, but Rose is crazy like a fox. She sneaks him out under everyone's noses and off they go. This is a charming and unexpected twist on that pillar of American cinema: the road trip. These are two people meant to clash ferociously, as well as to change each other in ways they could never anticipate.",http://ia.media-imdb.com/images/M/MV5BMTg0Mzc5MTQxMV5BMl5BanBnXkFtZTgwMDM0Njg5MzE@._V1_SX300.jpg,English                  ,tt2311948
850,southern baptist sissies_2013.0,['imdb'],1,Southern Baptist Sissies,2013.0,68.0,2374.0,Drama,Southern Baptist Sissies is the story of four boys who are gay growing up in the Southern Baptist Church and how they each deal differently with the conflict between the teachings of the church and their sexuality.,http://ia.media-imdb.com/images/M/MV5BOTA1MzY1NTMzN15BMl5BanBnXkFtZTgwMjI5Nzk5MDE@._V1_SX300.jpg,English                  ,tt2729818
